Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\DITNC1 CK_lxb\DITNC1 CK_P1_H5.lxb DITNC1 CK 
"EventNo","RID","RP1","CL1","CL2"
"1","37","33","1369","559"
"2","77","22","2294","4741"
"3","72","468","156","4964"
"4","37","32","1357","560"
"5","37","36","1388","598"
"6","37","41","1386","577"
"7","37","28","1311","552"
"8","37","34","1393","565"
"9","72","108","180","5031"
"10","77","14","2319","4546"
"11","37","23","1341","591"
"12","37","22","1408","583"
"13","77","50","2390","4624"
"14","77","18","2292","4477"
"15","72","332","158","4985"
"16","77","16","2268","4568"
"17","77","97","2330","4801"
"18","72","533","164","5136"
"19","72","326","162","5180"
"20","77","26","2198","4534"
"21","77","57","2280","4436"
"22","37","20","1361","603"
"23","77","24","2307","4616"
"24","72","367","158","4822"
"25","72","945","149","4795"
"26","77","30","2449","4766"
"27","37","35","1336","581"
"28","72","482","158","4908"
"29","72","510","155","4986"
"30","37","29","1356","558"
"31","72","643","159","5034"
"32","72","321","163","5137"
"33","72","320","158","4938"
"34","37","27","1349","584"
"35","72","697","162","5103"
"36","77","14","2444","4820"
"37","72","343","156","4993"
"38","77","14","2262","4672"
"39","37","23","1376","584"
"40","72","268","173","5322"
"41","37","30","1399","596"
"42","72","553","152","4826"
"43","77","43","2266","4710"
"44","77","28","2185","4378"
"45","77","35","2292","4573"
"46","72","271","160","4876"
"47","72","654","170","5396"
"48","72","855","165","5149"
"49","72","311","169","5503"
"50","77","18","2250","4563"
"51","72","553","166","5011"
"52","37","26","1426","603"
"53","37","49","1415","576"
"54","77","21","2247","4564"
"55","37","46","1502","619"
"56","77","41","2368","4735"
"57","72","239","164","5010"
"58","37","22","1308","563"
"59","72","658","176","5741"
"60","77","28","2449","4978"
"61","77","49","2285","4648"
"62","77","40","2297","4644"
"63","77","35","2331","4640"
"64","37","22","1383","605"
"65","72","273","163","5045"
"66","77","15","2399","4804"
"67","37","40","1315","551"
"68","37","24","1336","575"
"69","77","14","2332","4628"
"70","72","372","157","4893"
"71","77","18","2430","4839"
"72","77","26","2275","4695"
"73","77","11","2271","4752"
"74","37","26","1262","533"
"75","37","41","1337","575"
"76","37","25","1236","542"
"77","37","54","1276","597"
"78","37","22","1389","597"
"79","77","37","2354","4787"
"80","72","358","162","5177"
"81","77","29","2230","4689"
"82","77","15","2400","4810"
"83","37","27","1350","582"
"84","72","315","156","4894"
"85","37","26","1365","564"
"86","37","22","1370","586"
"87","37","25","1366","575"
"88","77","13","2199","4538"
"89","77","170","2147","4318"
"90","72","197","163","5139"
"91","77","11","2367","4901"
"92","37","24","1325","579"
"93","77","16","2308","4655"
"94","72","940","157","4924"
"95","77","52","2369","4690"
"96","77","46","2195","4518"
"97","77","29","2266","4525"
"98","77","22","2344","4683"
"99","37","19","1441","581"
"100","37","32","1359","602"
"101","77","17","2294","4543"
"102","77","48","2386","5000"
"103","72","622","162","5090"
"104","72","386","160","5094"
"105","72","892","166","5171"
"106","37","25","1349","581"
"107","37","22","1354","595"
"108","37","27","1332","563"
"109","77","24","2349","4894"
"110","37","47","1444","608"
"111","77","61","2397","4853"
"112","72","439","166","5108"
"113","77","13","2342","4616"
"114","37","23","1378","586"
"115","72","677","152","4946"
"116","37","19","1399","586"
"117","77","24","2305","4664"
"118","37","32","1391","590"
"119","37","18","1334","550"
"120","72","247","151","4726"
"121","72","459","165","5054"
"122","77","23","2330","4691"
"123","77","24","2303","4711"
"124","37","51","1334","567"
"125","72","773","163","5181"
"126","77","17","2279","4689"
"127","77","43","2395","4911"
"128","37","20","1389","592"
"129","37","61","1348","582"
"130","37","34","1392","588"
"131","72","449","164","5178"
"132","77","25","2279","4576"
"133","77","29","2351","4798"
"134","72","532","168","5255"
"135","37","38","1392","594"
"136","72","438","168","5270"
"137","37","13","1360","586"
"138","37","40","1421","600"
"139","37","26","1363","571"
"140","77","35","2413","5012"
"141","37","18","1329","569"
"142","37","32","1299","560"
"143","72","600","160","5062"
"144","37","22","1351","591"
"145","77","27","2332","4638"
"146","72","407","156","4884"
"147","37","24","1411","608"
"148","72","295","165","5334"
"149","77","18","2306","4606"
"150","72","447","164","5241"
"151","72","546","163","5072"
"152","72","477","166","5204"
"153","77","28","2318","4764"
"154","72","253","165","5157"
"155","77","27","2430","4917"
"156","72","519","155","4843"
"157","72","231","166","5321"
"158","72","550","174","5373"
"159","77","21","2322","4632"
"160","37","37","1337","570"
"161","72","1681","161","5052"
"162","72","269","171","5339"
"163","37","105","1323","564"
"164","72","658","163","5313"
"165","72","560","164","5142"
"166","77","21","2295","4689"
"167","72","645","161","5166"
"168","77","15","2196","4478"
"169","37","20","1306","555"
"170","77","20","2274","4671"
"171","77","18","2415","4823"
"172","77","24","2380","4722"
"173","77","26","2229","4540"
"174","72","604","168","5259"
"175","37","23","1449","582"
"176","37","27","1352","583"
"177","72","505","161","5098"
"178","72","441","156","4930"
"179","37","20","1344","570"
"180","72","586","163","5177"
"181","37","20","1395","608"
"182","72","601","160","4970"
"183","77","23","2442","5069"
"184","72","512","148","4742"
"185","37","18","1375","569"
"186","72","828","164","5131"
"187","72","419","158","5038"
"188","77","294","2085","4234"
"189","77","38","2213","4567"
"190","72","365","164","5074"
"191","72","778","161","5056"
"192","77","44","2292","4609"
"193","77","19","2399","4639"
"194","37","30","1454","609"
"195","37","28","1435","599"
"196","72","487","170","5339"
"197","37","23","1356","590"
"198","37","30","1336","568"
"199","72","1018","170","5253"
"200","37","36","1390","598"
"201","72","621","162","5052"
"202","37","24","1371","588"
"203","72","431","169","5191"
"204","77","12","2339","4762"
"205","77","26","2380","4814"
"206","72","350","152","4743"
"207","37","27","1304","571"
"208","77","45","2422","4787"
"209","37","15","1367","573"
"210","37","15","1356","590"
"211","37","25","1399","592"
"212","37","31","1385","591"
"213","77","19","2314","4712"
"214","77","33","2387","4833"
"215","37","25","1316","565"
"216","77","17","2433","4833"
"217","37","62","1389","597"
"218","37","30","1391","583"
"219","72","834","153","4896"
"220","77","65","2282","4626"
"221","37","28","1363","580"
"222","37","24","1330","564"
"223","37","43","1324","560"
"224","77","31","2179","4313"
"225","37","16","1221","524"
"226","37","23","1380","599"
"227","77","18","2316","4672"
"228","77","34","2366","4655"
"229","37","31","1448","601"
"230","37","23","1440","613"
"231","77","81","2191","4438"
"232","72","314","158","4961"
"233","72","275","167","5288"
"234","37","27","1372","613"
"235","37","27","1323","563"
"236","77","18","2369","4815"
"237","77","17","2356","4729"
"238","37","24","1329","570"
"239","37","50","1289","562"
"240","72","300","154","4906"
"241","37","22","1380","589"
"242","77","131","2406","4804"
"243","72","290","155","4813"
"244","37","30","1338","578"
"245","77","22","2399","4819"
"246","77","69","2272","4683"
"247","72","459","168","5172"
"248","37","35","1335","566"
"249","77","12","2286","4630"
"250","77","17","2271","4602"
"251","37","28","1406","591"
"252","72","719","177","5319"
"253","37","47","1381","580"
"254","37","33","1336","577"
"255","72","386","155","4913"
"256","72","343","164","5094"
"257","72","320","161","4961"
"258","77","38","2373","4815"
"259","37","192","1395","601"
"260","72","382","147","4595"
"261","77","19","2353","4707"
"262","77","44","2381","4759"
"263","72","774","156","4758"
"264","72","1673","160","4936"
"265","77","19","2283","4636"
"266","72","461","158","4956"
"267","72","406","151","4806"
"268","37","26","1381","585"
"269","72","896","158","5054"
"270","37","50","1361","582"
"271","77","17","2356","4623"
"272","37","35","1275","544"
"273","77","34","2401","4836"
"274","77","12","2433","4903"
"275","77","111","2415","4468"
"276","72","577","163","5110"
"277","77","14","2169","4423"
"278","72","468","154","4877"
"279","77","17","2309","4638"
"280","37","28","1371","633"
"281","72","279","155","4733"
"282","72","324","157","4910"
"283","72","320","185","5512"
"284","77","14","2239","4573"
"285","37","36","1402","598"
"286","37","27","1358","560"
"287","72","335","152","4743"
"288","72","199","171","4977"
"289","77","24","2183","4420"
"290","72","776","150","4719"
"291","72","429","162","5133"
"292","37","27","1371","586"
"293","72","954","163","5116"
"294","77","45","2103","4358"
"295","77","15","2292","4661"
"296","77","51","2154","4512"
"297","72","413","167","5266"
"298","37","34","1367","589"
"299","37","24","1434","604"
"300","37","37","1333","567"
"301","72","815","156","4905"
"302","77","12","2314","4663"
"303","37","24","1397","587"
"304","77","39","2264","4522"
"305","77","26","2314","4559"
"306","37","31","1365","584"
"307","37","35","1291","553"
"308","72","1488","163","5102"
"309","77","16","2319","4580"
"310","72","185","168","5168"
"311","72","689","160","5003"
"312","72","456","164","5111"
"313","37","33","1344","579"
"314","77","24","2426","4828"
"315","72","542","169","5218"
"316","37","30","1377","577"
"317","37","34","1387","586"
"318","37","34","1321","571"
"319","77","46","2635","5459"
"320","37","24","1429","602"
"321","37","22","1378","576"
"322","37","19","1378","582"
"323","77","26","2379","4691"
"324","77","24","2400","4852"
"325","77","53","2222","4535"
"326","72","238","168","5364"
"327","77","27","2364","5089"
"328","72","733","161","5104"
"329","72","500","152","4792"
"330","37","29","1388","593"
"331","77","22","2403","4916"
"332","37","22","1238","533"
"333","77","14","2245","4576"
"334","72","548","169","5196"
"335","37","30","1309","568"
"336","77","38","2318","4698"
"337","77","22","2293","4672"
"338","0","85","3151","4054"
"339","77","61","2022","4122"
"340","72","1075","174","5474"
"341","72","430","159","5040"
"342","37","38","1372","590"
"343","77","14","2148","4316"
"344","37","22","1387","596"
"345","37","24","1342","582"
"346","72","640","172","5259"
"347","77","14","2272","4558"
"348","77","27","2300","4730"
"349","77","46","2372","4715"
"350","37","25","1328","561"
"351","37","34","1361","642"
"352","37","31","1375","582"
"353","37","26","1400","599"
"354","77","25","2288","4710"
"355","77","19","2344","4623"
"356","37","28","1379","575"
"357","72","728","165","5024"
"358","77","20","2292","4590"
"359","77","24","2316","4494"
"360","37","21","1346","581"
"361","77","20","2316","4677"
"362","37","45","1295","551"
"363","72","451","160","4967"
"364","37","21","1325","560"
"365","37","35","1262","538"
"366","77","36","2284","4565"
"367","37","26","1319","553"
"368","77","66","2205","4503"
"369","72","599","159","4942"
"370","72","762","161","5123"
"371","37","25","1414","580"
"372","37","23","1350","563"
"373","77","21","2164","4512"
"374","37","33","1378","596"
"375","77","51","2224","4468"
"376","37","50","1352","567"
"377","77","16","2258","4484"
"378","37","20","1430","625"
"379","37","33","1338","572"
"380","72","544","154","4891"
"381","37","25","1300","543"
"382","37","23","1284","551"
"383","77","30","2315","4605"
"384","37","154","1333","559"
"385","72","814","160","5122"
"386","77","19","2160","4316"
"387","37","39","1300","546"
"388","72","472","162","5116"
"389","72","297","165","5171"
"390","37","28","1371","574"
"391","37","17","1421","602"
"392","37","18","1374","578"
"393","37","23","1363","574"
"394","37","32","1407","604"
"395","77","14","2266","4560"
"396","77","32","2179","4382"
"397","77","23","2331","4618"
"398","37","59","1351","574"
"399","37","27","1365","578"
"400","37","20","1337","572"
"401","77","40","2384","4686"
"402","77","33","2399","4815"
"403","72","639","161","4921"
"404","37","70","1307","541"
"405","77","45","2464","4989"
"406","72","339","164","5260"
"407","72","327","160","5004"
"408","77","13","2319","4778"
"409","77","22","2199","4428"
"410","72","390","157","4810"
"411","37","52","1318","560"
"412","72","384","146","4615"
"413","77","23","2209","4442"
"414","77","39","2305","4643"
"415","77","15","2294","4631"
"416","37","38","1427","594"
"417","72","598","158","4898"
"418","37","35","1378","586"
"419","37","33","1398","595"
"420","77","15","2211","4340"
"421","77","18","2339","4619"
"422","72","1379","183","5064"
"423","77","16","2272","4564"
"424","77","15","2191","4435"
"425","72","846","161","4922"
"426","37","22","1393","597"
"427","72","328","164","5120"
"428","72","270","147","4658"
"429","72","505","166","5069"
"430","37","22","1230","528"
"431","77","26","2360","4712"
"432","72","707","161","5039"
"433","37","31","1404","604"
"434","77","22","2249","4477"
"435","72","258","155","4942"
"436","37","225","1343","554"
"437","37","19","1344","558"
"438","72","475","170","5180"
"439","77","18","2242","4396"
"440","37","54","1375","588"
"441","37","50","1324","570"
"442","72","153","156","4811"
"443","77","24","2360","4775"
"444","77","26","2173","4448"
"445","77","23","2438","4960"
"446","77","27","2362","4710"
"447","72","407","153","4761"
"448","77","23","2327","4722"
