Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\RLE6TN CK_lxb\RLE6TN CK_P1_F5.lxb RLE6TN CK 
"EventNo","RID","RP1","CL1","CL2"
"1","72","699","165","5032"
"2","72","352","159","4852"
"3","77","64","2334","4575"
"4","37","42","1371","573"
"5","72","262","158","4923"
"6","77","31","2404","4674"
"7","37","31","1337","579"
"8","77","54","2336","4768"
"9","37","23","1243","526"
"10","72","272","158","4932"
"11","72","182","163","5212"
"12","72","241","168","5116"
"13","77","34","2355","4847"
"14","72","141","170","4963"
"15","37","26","1356","573"
"16","77","36","2413","4677"
"17","72","472","157","4960"
"18","77","69","2430","4768"
"19","77","55","2297","4559"
"20","72","189","162","4940"
"21","77","87","2284","4667"
"22","37","27","1324","553"
"23","37","63","1395","574"
"24","77","25","2236","4326"
"25","72","336","160","4931"
"26","37","38","1286","547"
"27","72","343","164","4866"
"28","77","106","2360","4756"
"29","77","37","2274","4614"
"30","37","25","1385","590"
"31","72","302","152","4858"
"32","77","31","2350","4761"
"33","37","17","1331","544"
"34","72","241","152","4897"
"35","77","34","2228","4510"
"36","77","152","2335","4644"
"37","72","323","173","5275"
"38","37","40","1285","557"
"39","72","248","167","5182"
"40","37","64","1347","587"
"41","77","49","2348","4684"
"42","72","554","159","4832"
"43","37","61","1385","571"
"44","37","35","1353","578"
"45","72","280","181","5149"
"46","77","71","2373","4819"
"47","77","51","2283","4786"
"48","77","53","2327","4685"
"49","72","390","166","5065"
"50","72","631","153","4852"
"51","72","447","161","5086"
"52","72","203","163","5114"
"53","77","271","2192","4494"
"54","72","577","145","4685"
"55","77","38","2298","4774"
"56","72","368","165","5239"
"57","37","42","1293","563"
"58","37","37","1345","581"
"59","37","27","1418","628"
"60","37","25","1331","586"
"61","77","46","2485","4979"
"62","77","275","2394","4627"
"63","72","326","162","5025"
"64","72","621","161","5115"
"65","72","337","157","5046"
"66","72","129","155","4979"
"67","77","114","2438","4931"
"68","37","49","1373","598"
"69","37","41","1362","600"
"70","77","58","2431","4919"
"71","37","24","1405","589"
"72","37","27","1329","568"
"73","37","33","1369","579"
"74","37","30","1452","611"
"75","37","22","1459","628"
"76","77","35","2316","4705"
"77","37","17","1414","630"
"78","77","32","2418","4623"
"79","37","70","1310","563"
"80","37","31","1368","588"
"81","77","67","2370","4912"
"82","77","68","2251","4558"
"83","37","32","1411","603"
"84","72","391","166","5085"
"85","72","183","166","5088"
"86","72","450","161","5019"
"87","37","55","1389","592"
"88","37","23","1392","583"
"89","37","62","1349","567"
"90","72","369","160","4993"
"91","72","530","158","5071"
"92","72","207","159","5159"
"93","72","218","160","5226"
"94","77","37","2260","4540"
"95","77","45","2449","4730"
"96","77","25","2289","4675"
"97","37","52","1340","588"
"98","37","101","1336","575"
"99","37","31","1328","582"
"100","37","25","1322","561"
"101","37","79","1345","589"
"102","72","341","163","5160"
"103","37","22","1404","615"
"104","72","728","166","5161"
"105","77","92","2516","5130"
"106","72","301","156","4960"
"107","77","62","2289","4624"
"108","37","79","1429","600"
"109","77","74","2394","4872"
"110","77","58","2412","4951"
"111","37","61","1398","614"
"112","37","28","1369","652"
"113","37","25","1411","587"
"114","77","33","2277","4634"
"115","77","72","2293","4763"
"116","72","210","147","4733"
"117","72","602","165","5071"
"118","37","63","1379","584"
"119","37","32","1388","592"
"120","72","651","154","4841"
"121","37","26","1341","577"
"122","72","360","154","4928"
"123","72","280","156","5004"
"124","77","32","2349","4849"
"125","72","227","163","5204"
"126","37","48","1289","536"
"127","72","251","165","5413"
"128","77","123","2309","4783"
"129","37","32","1411","593"
"130","72","819","168","5110"
"131","37","32","1322","560"
"132","37","19","1342","576"
"133","77","40","2362","4831"
"134","77","32","2255","4604"
"135","37","22","1393","595"
"136","37","25","1350","569"
"137","77","49","2358","4904"
"138","77","96","2347","4656"
"139","72","221","164","5125"
"140","77","130","2363","4863"
"141","37","34","1382","590"
"142","72","507","164","5164"
"143","37","56","1399","581"
"144","72","323","167","5320"
"145","72","303","163","4980"
"146","77","79","2282","4610"
"147","72","587","162","5128"
"148","37","58","1376","556"
"149","72","183","163","5132"
"150","77","25","2209","4567"
"151","37","33","1444","628"
"152","72","191","159","5061"
"153","77","43","2391","4799"
"154","77","604","2296","4452"
"155","37","10","1343","565"
"156","72","310","160","4967"
"157","72","299","162","5111"
"158","37","65","1436","612"
"159","77","91","2361","4804"
"160","72","221","162","5017"
"161","77","44","2317","4629"
"162","72","699","154","4840"
"163","77","24","2392","4945"
"164","37","29","1338","568"
"165","77","36","2290","4668"
"166","77","143","2345","4747"
"167","72","274","149","4752"
"168","72","345","161","5226"
"169","72","205","153","4758"
"170","37","25","1384","592"
"171","77","128","2241","4518"
"172","72","107","148","4673"
"173","72","36","154","4913"
"174","77","44","2485","5027"
"175","77","45","2374","4788"
"176","77","25","2268","4655"
"177","37","59","1335","569"
"178","77","56","2157","4464"
"179","37","38","1413","599"
"180","77","99","2459","4873"
"181","77","25","2440","4968"
"182","72","503","158","4810"
"183","37","26","1358","578"
"184","72","223","158","4975"
"185","37","28","1330","559"
"186","37","38","1419","600"
"187","37","33","1436","644"
"188","72","388","150","4789"
"189","37","24","1272","544"
"190","77","125","2380","4785"
"191","37","60","1361","580"
"192","37","33","1305","562"
"193","37","18","1251","535"
"194","77","70","2232","4616"
"195","72","639","165","5149"
"196","77","59","2277","4618"
"197","72","368","159","4860"
"198","37","60","1260","540"
"199","72","338","155","4977"
"200","72","357","163","5127"
"201","77","51","2349","4779"
"202","77","104","2400","4843"
"203","37","25","1390","587"
"204","77","116","2332","4617"
"205","77","63","2383","4856"
"206","77","25","2419","4873"
"207","37","37","1358","583"
"208","77","42","2371","4792"
"209","37","32","1253","549"
"210","37","40","1361","572"
"211","37","36","1360","586"
"212","77","106","2311","4632"
"213","0","346","280","7568"
"214","37","30","1380","583"
"215","37","20","1378","602"
"216","72","943","163","5092"
"217","77","54","2188","4500"
"218","72","319","159","5004"
"219","77","58","2202","4429"
"220","77","52","2178","4444"
"221","37","43","1304","556"
"222","37","46","1316","558"
"223","77","80","2333","4766"
"224","77","101","2281","4659"
"225","37","32","1401","592"
"226","37","42","1450","616"
"227","72","231","156","4966"
"228","37","47","1321","568"
"229","72","158","152","4931"
"230","77","61","2315","4740"
"231","37","28","1380","577"
"232","37","71","1378","582"
"233","77","100","2340","4757"
"234","77","55","2435","4894"
"235","72","871","170","5254"
"236","72","403","156","4823"
"237","37","24","1366","572"
"238","37","29","1327","572"
"239","72","461","159","4997"
"240","77","37","2307","4680"
"241","37","51","1443","611"
"242","37","45","1457","618"
"243","37","45","1351","581"
"244","37","48","1361","572"
"245","77","59","2288","4702"
"246","77","153","2292","4587"
"247","37","43","1218","515"
"248","77","34","2279","4674"
"249","77","24","2334","4808"
"250","72","1154","176","5428"
"251","37","15","1333","568"
"252","37","29","1370","575"
"253","37","56","1287","545"
"254","37","9","1354","573"
"255","72","393","151","4684"
"256","37","29","1297","551"
"257","37","42","1298","555"
"258","77","47","2354","4659"
"259","77","72","2216","4455"
"260","77","30","2306","4699"
"261","72","772","158","4970"
"262","37","79","1301","559"
"263","72","333","145","4656"
"264","37","51","1324","577"
"265","72","172","153","4911"
"266","37","25","1347","577"
"267","72","273","163","5143"
"268","37","21","1253","529"
"269","72","187","156","4818"
"270","72","441","160","5006"
"271","72","527","162","5047"
"272","72","472","162","4938"
"273","77","49","2156","4407"
"274","72","369","161","5072"
"275","37","49","1421","597"
"276","72","132","156","4930"
"277","72","268","162","5004"
"278","77","44","2112","4324"
"279","72","188","154","4862"
"280","77","45","2374","4741"
"281","37","22","1370","593"
"282","72","259","150","4842"
"283","37","35","1375","572"
"284","77","77","2373","4788"
"285","77","82","2376","4681"
"286","37","35","1333","570"
"287","77","163","2154","4420"
"288","77","66","2370","4774"
"289","77","33","2382","4759"
"290","37","66","1289","539"
"291","72","370","160","4928"
"292","72","171","169","5225"
"293","72","547","161","5072"
"294","37","26","1327","566"
"295","72","415","175","5242"
"296","37","48","1358","579"
"297","37","20","1282","546"
"298","77","67","2213","4388"
"299","37","30","1373","575"
"300","72","346","161","5068"
"301","37","58","1337","565"
"302","77","56","2300","4624"
"303","37","43","1383","587"
"304","37","32","1408","592"
"305","77","37","2215","4496"
"306","77","170","2035","4155"
"307","77","73","2434","4886"
"308","37","21","1324","571"
"309","77","36","2177","4400"
"310","72","374","155","4919"
"311","37","48","1386","589"
"312","72","521","175","5356"
"313","77","67","2282","4584"
"314","37","32","1426","604"
"315","77","70","2383","4898"
"316","72","513","152","4726"
"317","77","93","2259","4487"
"318","72","412","164","5200"
"319","0","1035","208","6073"
"320","72","494","160","5103"
"321","72","531","155","4861"
"322","72","201","151","4675"
"323","77","129","2215","4513"
"324","72","797","158","4927"
"325","77","46","2264","4536"
"326","77","52","2308","4751"
"327","72","526","151","4773"
"328","37","62","1253","536"
"329","37","106","1456","631"
"330","37","24","1401","594"
"331","72","601","150","4812"
"332","37","34","1306","548"
"333","37","42","1314","562"
"334","77","45","2399","4830"
"335","77","54","2323","4696"
"336","72","354","160","4950"
"337","72","460","165","5166"
"338","37","28","1543","661"
"339","37","34","1363","597"
"340","77","40","2255","4438"
"341","37","30","1462","629"
"342","72","212","162","4966"
"343","37","79","1585","660"
"344","37","37","1281","551"
"345","77","52","2323","4701"
"346","72","1162","150","4718"
"347","37","28","1247","524"
"348","77","84","2233","4422"
"349","72","541","160","5182"
"350","77","120","2322","4659"
"351","77","113","2415","4815"
"352","77","80","2113","4162"
"353","72","347","153","4693"
"354","37","59","1337","557"
"355","37","30","1270","529"
"356","37","39","1352","569"
"357","72","810","166","5117"
"358","47","86","2149","902"
"359","37","27","1318","549"
"360","72","314","159","4946"
"361","77","28","2291","4534"
"362","37","46","1410","614"
"363","37","41","1361","572"
"364","37","26","1401","609"
"365","37","32","1363","571"
"366","77","33","2176","4369"
"367","77","108","2443","4862"
"368","37","27","1386","593"
"369","77","55","2557","5002"
"370","37","45","1339","578"
"371","77","41","2187","4241"
"372","72","222","159","4774"
"373","37","63","1346","577"
"374","77","43","2402","4826"
"375","72","222","169","5162"
"376","37","93","1360","577"
"377","77","32","2234","4614"
"378","37","37","1391","594"
"379","77","268","2374","4828"
"380","37","31","1409","590"
"381","37","33","1454","616"
"382","77","327","2506","5018"
"383","37","30","1313","561"
"384","77","61","2316","4664"
"385","72","721","155","4855"
"386","72","479","173","5290"
"387","77","104","2331","4585"
"388","37","143","1289","549"
"389","77","164","2425","5176"
"390","77","110","2450","5073"
"391","77","125","2729","5757"
"392","37","102","1294","538"
"393","72","369","155","4812"
"394","37","28","1283","543"
"395","37","31","1377","585"
"396","77","25","2350","4719"
"397","37","40","1343","576"
"398","37","67","1383","572"
"399","37","48","1377","583"
"400","77","57","2382","4683"
"401","37","35","1351","574"
"402","77","125","2344","4741"
"403","77","147","2332","4680"
"404","77","138","2481","4966"
"405","37","22","1336","570"
"406","77","72","2337","4558"
"407","72","484","148","4798"
"408","72","817","172","5314"
"409","77","210","2403","4825"
"410","77","47","2286","4557"
"411","37","133","1313","618"
"412","37","28","1400","576"
"413","37","39","1399","594"
"414","37","34","1362","584"
"415","72","307","156","4888"
"416","77","82","2307","4705"
"417","77","171","2432","4746"
"418","37","36","1336","562"
"419","37","28","1342","561"
"420","77","203","2366","4623"
"421","37","41","1399","599"
"422","37","30","1339","566"
"423","72","175","155","4769"
"424","77","47","2327","4700"
"425","37","126","1315","549"
"426","72","323","160","5004"
"427","72","511","151","4625"
"428","72","506","162","4999"
"429","77","90","2351","4597"
"430","37","26","1356","569"
"431","72","374","162","5026"
"432","77","171","2358","4761"
"433","37","186","1463","600"
"434","37","24","1384","575"
"435","77","21","2238","4337"
"436","72","346","159","4907"
"437","77","54","2340","4591"
"438","77","48","2272","4564"
"439","37","30","1368","568"
"440","72","611","164","4932"
"441","77","41","2378","4723"
"442","37","16","1317","560"
"443","72","564","162","4988"
"444","72","593","164","5113"
"445","77","45","2295","4483"
"446","72","261","167","5233"
"447","72","496","155","4824"
"448","77","55","2365","4768"
"449","77","88","2449","4821"
"450","37","37","1385","572"
"451","72","660","159","4963"
"452","77","63","2329","4772"
"453","37","66","1237","519"
"454","77","24","2425","4868"
"455","77","29","2376","4758"
"456","77","25","2328","4718"
"457","77","42","2288","4653"
"458","77","91","2350","4651"
"459","77","30","2381","4707"
"460","37","23","1340","569"
"461","72","269","165","5049"
"462","77","62","2261","4510"
"463","77","49","2380","4749"
"464","37","24","1387","586"
"465","77","92","2342","4612"
"466","37","29","1448","634"
"467","77","49","2371","4655"
"468","37","29","1406","595"
"469","37","51","1432","610"
"470","77","86","2360","4729"
"471","37","72","1372","583"
"472","77","54","2442","4890"
"473","77","41","2284","4602"
"474","72","1498","167","5266"
"475","37","24","1410","589"
"476","37","23","1377","590"
"477","37","30","1317","560"
"478","72","399","166","5142"
"479","37","27","1411","591"
"480","37","65","1380","600"
"481","37","20","1352","562"
"482","77","69","2367","4714"
"483","72","350","153","4886"
"484","77","41","2275","4614"
"485","37","23","1293","541"
"486","72","208","182","5657"
"487","37","26","1360","584"
"488","77","53","2294","4477"
"489","77","32","2282","4585"
"490","72","509","163","4954"
"491","72","333","147","4644"
"492","77","34","2374","4723"
"493","77","61","2314","4638"
"494","37","0","1416","601"
"495","77","346","2339","4624"
"496","37","34","1336","564"
"497","72","215","164","5128"
"498","72","125","170","5182"
"499","37","54","1343","569"
"500","72","234","170","5202"
"501","77","26","2436","4846"
"502","72","292","162","5021"
"503","37","56","1370","584"
"504","72","297","159","5012"
"505","77","48","2286","4605"
"506","72","820","172","5435"
"507","37","21","1401","619"
"508","37","25","1369","557"
"509","72","452","168","5269"
"510","72","442","151","4712"
"511","72","288","159","4974"
"512","72","244","164","5168"
"513","37","28","1512","639"
"514","37","21","1370","587"
"515","72","152","161","4977"
"516","77","55","2368","4696"
"517","77","36","2412","4829"
"518","77","230","2159","4270"
"519","77","134","2338","4631"
"520","37","66","1430","602"
"521","72","567","149","4679"
"522","37","40","1371","583"
"523","72","648","161","5109"
"524","77","58","2367","4707"
"525","37","24","1376","583"
"526","37","46","1360","573"
"527","77","57","2153","4478"
"528","77","46","2207","4463"
"529","72","425","159","4928"
"530","37","24","1368","572"
"531","77","32","2351","4787"
"532","72","435","158","4976"
"533","37","15","1409","596"
"534","37","27","1395","583"
"535","72","1103","170","5311"
"536","77","77","2280","4545"
"537","77","142","2400","4718"
"538","77","40","2386","4807"
"539","72","281","155","4897"
"540","77","33","2369","4748"
"541","77","38","2268","4459"
"542","72","327","169","5299"
"543","77","52","2315","4705"
"544","77","41","2402","4662"
"545","37","32","1286","532"
"546","77","31","2381","4754"
"547","77","54","2398","4805"
"548","72","301","174","5170"
"549","77","59","2272","4582"
"550","72","265","164","5093"
"551","37","43","1382","582"
"552","37","27","1343","582"
"553","77","28","2271","4589"
"554","77","111","2266","4947"
"555","72","215","161","4978"
"556","77","66","2419","4850"
"557","37","28","1339","572"
"558","77","110","2192","4461"
"559","37","34","1394","598"
"560","37","27","1406","598"
"561","37","48","1357","567"
"562","37","31","1572","671"
"563","37","22","1355","569"
"564","72","495","153","4859"
"565","72","621","172","5271"
"566","72","268","161","5195"
"567","77","154","2479","4857"
"568","72","206","166","5150"
"569","72","276","163","5221"
"570","72","398","151","4787"
"571","77","36","2301","4556"
"572","72","479","154","4779"
"573","72","413","163","5281"
"574","72","286","151","4946"
"575","77","55","2307","4692"
"576","37","52","1401","595"
"577","77","37","2232","4485"
"578","72","365","159","4984"
"579","37","36","1332","555"
"580","77","35","2453","4811"
"581","72","2846","159","4986"
"582","77","45","2341","4767"
"583","77","62","2346","4707"
"584","72","945","162","5119"
"585","77","105","2304","4747"
"586","37","39","1386","591"
"587","77","29","2429","4736"
"588","72","171","162","5002"
"589","72","448","162","5130"
"590","77","140","2188","4569"
"591","37","29","1384","582"
"592","72","261","161","5027"
"593","37","36","1360","562"
"594","37","37","1192","592"
"595","37","79","1376","594"
"596","37","56","1304","558"
"597","77","141","2120","4386"
"598","72","651","153","4824"
"599","37","27","1359","585"
"600","77","98","2350","4695"
"601","37","46","1511","639"
"602","77","119","2171","5047"
"603","77","38","2494","5119"
"604","72","187","171","5342"
"605","37","25","1402","596"
"606","37","23","1429","598"
"607","72","192","162","5128"
"608","37","113","1383","592"
"609","37","16","1339","571"
"610","72","375","166","5171"
"611","37","42","1368","577"
"612","77","42","2245","4484"
"613","72","640","165","5177"
"614","77","59","2419","4942"
"615","72","576","166","5205"
"616","72","408","168","5104"
"617","72","254","173","5211"
"618","72","439","155","4860"
"619","37","64","1260","581"
"620","72","598","154","5026"
"621","37","33","1365","573"
"622","77","58","2241","4588"
"623","77","94","2224","4565"
"624","37","40","1390","579"
"625","37","31","1376","588"
"626","37","18","1268","578"
"627","0","52","3316","6295"
"628","37","39","1352","575"
"629","72","410","156","4950"
"630","72","487","169","5243"
"631","37","32","1411","585"
"632","77","533","2186","4329"
"633","77","53","2249","4561"
"634","72","179","157","4854"
"635","72","339","161","4721"
"636","77","50","2352","4763"
"637","37","24","1371","576"
"638","37","101","1332","559"
"639","77","146","2455","5049"
"640","72","335","170","5330"
"641","72","365","163","5096"
"642","72","250","166","5036"
"643","37","49","1383","595"
"644","37","30","1393","576"
"645","37","33","1387","578"
"646","77","61","2199","4428"
"647","77","86","2395","4771"
"648","72","294","164","5168"
"649","72","211","160","5055"
"650","77","46","2381","4790"
"651","72","181","155","4865"
"652","37","49","1328","567"
"653","37","24","1305","560"
"654","72","311","147","4673"
"655","77","73","2419","4946"
"656","72","326","165","5226"
"657","77","44","2310","4620"
"658","72","534","162","5032"
"659","72","379","167","5296"
"660","37","22","1376","593"
"661","37","41","1431","614"
"662","77","16","2229","4567"
"663","72","397","161","5096"
"664","72","271","158","5030"
"665","37","21","1269","548"
"666","77","45","2471","5033"
"667","77","50","2418","4841"
"668","72","228","150","4768"
"669","37","26","1378","578"
"670","37","20","1429","609"
"671","37","28","1298","545"
"672","77","53","2418","4783"
"673","72","215","162","5033"
"674","37","33","1386","602"
"675","72","584","164","5056"
"676","72","193","151","4807"
"677","37","35","1402","588"
"678","72","2606","154","4896"
"679","77","38","2329","4624"
"680","77","22","2250","4575"
"681","77","30","2368","4747"
"682","72","325","151","4780"
"683","72","176","157","4945"
"684","77","18","2308","4778"
"685","72","367","157","5066"
"686","72","222","154","4936"
"687","37","24","1268","537"
"688","37","37","1330","562"
"689","72","570","156","4803"
"690","72","652","168","5259"
"691","37","26","1327","587"
"692","77","65","2369","4729"
"693","37","19","1303","560"
"694","77","68","2251","4584"
"695","72","170","166","5039"
"696","77","24","2231","4514"
"697","77","217","2368","4730"
"698","77","43","2274","4542"
"699","77","58","2352","4652"
"700","37","26","1409","597"
"701","37","100","1404","596"
"702","72","192","158","4943"
"703","77","36","2288","4618"
"704","77","80","2316","4913"
"705","72","667","164","4903"
"706","37","85","1282","563"
"707","72","170","161","5189"
"708","77","26","2091","4447"
"709","72","285","158","4824"
"710","37","48","1340","574"
"711","77","135","2271","4527"
"712","77","85","2234","4597"
"713","72","1003","154","4853"
"714","72","578","158","4903"
"715","72","666","159","4958"
"716","37","50","1315","560"
"717","77","37","2388","4837"
"718","72","372","165","5103"
"719","37","27","1221","535"
"720","77","67","2234","4444"
"721","72","386","169","5144"
"722","72","198","164","5011"
"723","77","35","2371","4695"
"724","77","45","2364","4723"
"725","72","74","153","4903"
"726","37","29","1388","579"
"727","37","44","1435","656"
"728","37","22","1400","593"
"729","77","65","2347","4603"
"730","77","36","2536","4872"
"731","72","302","148","4743"
"732","37","81","1285","547"
"733","72","312","164","5099"
"734","72","400","175","5395"
"735","77","116","2238","4512"
"736","37","25","1357","575"
"737","77","46","2321","4559"
"738","77","35","2407","4778"
"739","37","32","1369","558"
"740","72","190","168","5158"
"741","72","193","162","4988"
"742","77","58","2363","4742"
"743","37","30","1426","591"
"744","37","25","1384","563"
"745","72","255","162","5133"
"746","77","108","2461","4817"
"747","72","250","167","4957"
"748","72","895","165","4939"
"749","77","25","2234","4302"
"750","77","40","2417","4665"
"751","77","40","2268","4551"
"752","77","63","2401","4631"
"753","72","266","163","4968"
"754","77","71","2470","5067"
"755","72","237","160","5150"
"756","72","417","164","4994"
"757","72","265","172","5323"
"758","77","75","2421","5181"
"759","77","62","2407","4659"
"760","72","810","166","5111"
"761","72","509","156","5002"
