Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\RLE6TN CK_lxb\RLE6TN CK_P1_D7.lxb RLE6TN CK 
"EventNo","RID","RP1","CL1","CL2"
"1","72","179","166","5007"
"2","72","237","163","5049"
"3","72","228","159","5075"
"4","77","42","2381","4513"
"5","37","17","1227","506"
"6","37","26","1389","580"
"7","72","249","164","5037"
"8","72","217","160","4959"
"9","77","54","2362","4682"
"10","37","83","1404","635"
"11","37","20","1364","544"
"12","37","40","1392","588"
"13","72","216","162","4955"
"14","72","195","163","5029"
"15","77","24","2368","4777"
"16","72","145","169","5148"
"17","37","19","1291","543"
"18","37","31","1393","570"
"19","72","212","163","5147"
"20","77","30","2460","4790"
"21","72","254","161","4652"
"22","37","29","1405","576"
"23","72","238","152","4607"
"24","72","250","156","4829"
"25","37","26","1384","588"
"26","37","25","1360","584"
"27","72","239","159","4938"
"28","37","32","1291","532"
"29","77","101","2332","4697"
"30","72","252","148","4622"
"31","72","325","160","4976"
"32","37","18","1412","595"
"33","72","385","162","5009"
"34","37","32","1335","556"
"35","37","29","1403","611"
"36","77","153","2411","4837"
"37","77","50","2250","4505"
"38","37","25","1391","595"
"39","77","54","2253","4544"
"40","77","114","2220","4583"
"41","72","178","161","4862"
"42","37","31","1354","577"
"43","77","64","2234","4726"
"44","72","380","153","4827"
"45","72","171","167","5179"
"46","77","58","2356","4889"
"47","77","49","2338","4671"
"48","37","27","1328","559"
"49","77","34","2252","4572"
"50","37","38","1413","587"
"51","77","68","2450","4714"
"52","37","23","1290","564"
"53","77","24","2297","4810"
"54","37","28","1362","571"
"55","77","52","2298","4718"
"56","72","167","170","5017"
"57","77","46","2237","4569"
"58","77","33","2329","4871"
"59","37","27","1348","578"
"60","72","236","187","5106"
"61","77","35","2574","5346"
"62","72","341","159","4866"
"63","37","26","1332","586"
"64","37","27","1317","561"
"65","72","143","164","5113"
"66","37","31","1315","569"
"67","37","28","1316","585"
"68","77","85","2381","4715"
"69","77","51","2296","4717"
"70","37","20","1410","623"
"71","77","55","2349","4696"
"72","77","52","2367","4954"
"73","72","236","180","5304"
"74","77","49","2339","4802"
"75","37","25","1316","553"
"76","72","257","165","5082"
"77","77","85","2275","4650"
"78","37","26","1331","570"
"79","77","48","2483","4841"
"80","37","29","1394","592"
"81","37","85","1408","593"
"82","37","31","1355","566"
"83","77","33","2401","4807"
"84","37","28","1337","602"
"85","72","232","162","5162"
"86","77","55","2208","4548"
"87","77","100","2226","4512"
"88","72","134","161","5056"
"89","77","47","2380","4883"
"90","72","179","163","5142"
"91","72","165","155","5060"
"92","72","171","159","4951"
"93","37","17","1332","575"
"94","37","38","1382","578"
"95","37","23","1435","613"
"96","72","310","175","5235"
"97","77","44","2181","4560"
"98","37","30","1384","592"
"99","77","53","2289","4661"
"100","77","39","2292","4774"
"101","77","81","2358","4722"
"102","72","3746","154","4855"
"103","77","53","2338","4739"
"104","37","27","1368","583"
"105","72","187","157","5010"
"106","77","38","2400","4904"
"107","72","309","165","5281"
"108","37","29","1345","576"
"109","77","24","2299","4667"
"110","72","292","164","5287"
"111","37","24","1394","612"
"112","72","202","161","4980"
"113","37","28","1326","573"
"114","72","367","176","5778"
"115","72","320","157","5421"
"116","77","30","2352","4815"
"117","77","88","2488","4946"
"118","37","51","1363","583"
"119","77","30","2353","4739"
"120","72","339","152","4774"
"121","37","24","1360","592"
"122","77","26","2332","4707"
"123","77","55","2418","4903"
"124","72","182","163","5066"
"125","72","132","161","5173"
"126","72","204","165","5117"
"127","77","126","2227","4520"
"128","72","570","160","5066"
"129","72","227","156","5012"
"130","37","23","1302","562"
"131","72","134","164","5010"
"132","37","27","1410","594"
"133","37","45","1349","599"
"134","37","27","1347","584"
"135","72","204","158","4849"
"136","37","31","1404","592"
"137","37","33","1382","588"
"138","77","48","2358","4814"
"139","72","199","168","5247"
"140","77","45","2309","4728"
"141","77","51","2403","4765"
"142","72","252","167","5185"
"143","77","32","2341","4776"
"144","72","153","164","5117"
"145","77","63","2482","5042"
"146","72","204","171","5242"
"147","77","22","2167","4368"
"148","77","65","2283","4590"
"149","37","29","1372","577"
"150","37","44","1374","581"
"151","37","27","1417","595"
"152","37","33","1329","561"
"153","37","32","1622","669"
"154","77","47","2252","4548"
"155","77","85","2377","4883"
"156","77","47","2317","4764"
"157","37","23","1347","570"
"158","37","23","1396","600"
"159","77","58","2294","4658"
"160","37","20","1303","551"
"161","72","147","164","5285"
"162","72","236","163","5050"
"163","72","154","161","5198"
"164","72","176","162","4996"
"165","72","158","154","4938"
"166","37","40","1438","616"
"167","72","135","157","4907"
"168","37","25","1318","582"
"169","37","43","1392","592"
"170","77","51","2313","4751"
"171","37","55","1344","598"
"172","37","28","1377","595"
"173","77","75","2468","4876"
"174","72","153","159","4948"
"175","37","30","1346","581"
"176","77","38","2305","4772"
"177","72","247","160","5082"
"178","72","264","165","5141"
"179","37","38","1420","593"
"180","72","259","158","5079"
"181","37","25","1364","580"
"182","37","27","1364","591"
"183","72","244","166","5059"
"184","37","22","1315","565"
"185","37","26","1277","547"
"186","72","367","166","5181"
"187","77","35","2418","4932"
"188","37","32","1307","550"
"189","37","30","1306","563"
"190","77","51","2470","4886"
"191","77","48","2359","4835"
"192","77","106","2414","4970"
"193","77","54","2237","4504"
"194","77","66","2421","4854"
"195","72","182","166","5186"
"196","37","22","1396","601"
"197","37","27","1413","596"
"198","37","20","1362","573"
"199","72","253","172","5257"
"200","37","49","1390","602"
"201","77","51","2315","4508"
"202","72","179","163","5142"
"203","72","122","167","5325"
"204","37","24","1311","557"
"205","37","24","1325","563"
"206","72","219","165","5128"
"207","72","223","158","4809"
"208","37","25","1355","583"
"209","37","31","1365","569"
"210","37","30","1359","568"
"211","77","58","2422","4987"
"212","37","33","1292","548"
"213","72","180","170","5339"
"214","37","33","1314","552"
"215","77","48","2397","4926"
"216","37","35","1374","600"
"217","37","34","1328","571"
"218","77","39","2301","4600"
"219","77","112","2499","5029"
"220","37","35","1438","601"
"221","37","29","1358","580"
"222","37","26","1459","639"
"223","72","185","166","5222"
"224","77","56","2366","4603"
"225","77","48","2292","4606"
"226","77","102","2163","4418"
"227","77","51","2365","4729"
"228","77","56","2420","4979"
"229","37","22","1336","579"
"230","77","46","2397","4834"
"231","37","29","1339","573"
"232","72","220","158","4921"
"233","37","33","1411","631"
"234","72","171","169","5324"
"235","77","69","2354","4811"
"236","77","74","2329","4749"
"237","77","31","2408","4987"
"238","37","32","1334","579"
"239","77","72","2369","4810"
"240","37","40","1312","569"
"241","77","62","2329","4724"
"242","37","13","1442","597"
"243","37","32","1417","618"
"244","72","207","170","5333"
"245","72","278","162","5057"
"246","77","57","2430","4852"
"247","72","94","164","5162"
"248","77","66","2486","5014"
"249","72","193","160","4999"
"250","72","181","164","5166"
"251","37","29","1334","564"
"252","77","89","2240","4544"
"253","77","35","2284","4697"
"254","77","29","2245","4521"
"255","37","39","1388","600"
"256","72","198","160","5172"
"257","72","239","155","4813"
"258","72","156","163","5074"
"259","37","42","1372","587"
"260","77","45","2432","4924"
"261","37","28","1377","587"
"262","77","30","2326","4580"
"263","77","118","2346","4754"
"264","37","26","1366","586"
"265","77","86","2410","4926"
"266","37","38","1393","596"
"267","72","341","160","4952"
"268","77","57","2304","4672"
"269","72","186","160","5050"
"270","77","27","2312","4814"
"271","37","19","1365","573"
"272","37","21","1285","554"
"273","72","128","150","4793"
"274","72","145","150","4604"
"275","37","30","1342","572"
"276","37","31","1301","566"
"277","37","25","1364","579"
"278","77","57","2488","4978"
"279","77","108","2304","4619"
"280","77","26","2399","4805"
"281","77","69","2424","4844"
"282","77","86","2396","4817"
"283","37","38","1366","564"
"284","37","22","1288","540"
"285","77","60","2429","4933"
"286","77","45","2230","4546"
"287","72","345","163","4951"
"288","37","23","1377","600"
"289","77","276","2155","4410"
"290","37","32","1413","623"
"291","72","158","158","4930"
"292","77","31","2325","4712"
"293","77","63","2255","4491"
"294","37","34","1256","543"
"295","77","87","2418","4752"
"296","72","192","167","5106"
"297","37","25","1558","669"
"298","72","155","161","5013"
"299","77","57","2475","4846"
"300","76","137","1442","4798"
"301","72","153","161","5229"
"302","72","199","163","4970"
"303","37","25","1346","577"
"304","37","43","1354","567"
"305","72","142","153","4881"
"306","77","46","2295","4659"
"307","72","136","170","5294"
"308","37","28","1343","578"
"309","72","365","175","5258"
"310","37","24","1347","565"
"311","77","42","2449","4957"
"312","72","368","158","5010"
"313","72","237","165","5169"
"314","72","231","161","5052"
"315","37","32","1379","591"
"316","72","186","181","5570"
"317","37","24","1322","570"
"318","37","26","1280","558"
"319","37","34","1312","569"
"320","77","44","2362","4826"
"321","72","148","170","5300"
"322","77","79","2125","4363"
"323","72","99","151","4830"
"324","77","59","2214","4494"
"325","77","29","2232","4578"
"326","77","113","2258","4540"
"327","37","19","1246","530"
"328","77","40","2339","4835"
"329","37","52","1401","586"
"330","37","26","1387","595"
"331","72","134","165","5120"
"332","37","25","1412","612"
"333","77","108","2301","4702"
"334","72","253","164","5062"
"335","77","72","2288","4681"
"336","37","30","1295","565"
"337","37","24","1286","555"
"338","77","35","2338","4577"
"339","37","44","1461","612"
"340","72","161","161","5024"
"341","37","97","1312","560"
"342","37","31","1388","588"
"343","77","123","2210","4506"
"344","37","20","1322","575"
"345","72","213","164","5210"
"346","72","279","169","5114"
"347","72","186","160","5087"
"348","77","46","2385","4695"
"349","72","202","149","4664"
"350","72","178","157","4972"
"351","72","126","153","4857"
"352","77","25","2355","4673"
"353","72","186","165","5187"
"354","77","33","2263","4566"
"355","72","130","157","4886"
"356","77","405","2389","4656"
"357","77","54","2448","4869"
"358","77","39","2272","4561"
"359","77","33","2339","4700"
"360","37","22","1293","549"
"361","72","137","161","5116"
"362","72","205","147","4732"
"363","37","44","1319","560"
"364","72","186","161","5022"
"365","77","56","2482","5093"
"366","37","37","1357","574"
"367","0","654","1889","3839"
"368","37","26","1327","574"
"369","77","46","2464","5026"
"370","77","78","2130","4268"
"371","77","64","2319","4652"
"372","77","51","2346","4664"
"373","37","40","1339","574"
"374","72","135","163","5111"
"375","77","25","2397","4837"
"376","77","49","2297","4674"
"377","37","26","1368","594"
"378","37","24","1280","541"
"379","77","32","2536","4908"
"380","37","18","1318","560"
"381","77","21","2278","4575"
"382","77","39","2596","5051"
"383","37","26","1372","577"
"384","72","303","161","4985"
"385","77","51","2322","4583"
"386","72","215","164","4963"
"387","37","27","1367","636"
"388","72","271","155","4932"
"389","37","27","1346","572"
"390","72","274","144","4705"
"391","77","47","2303","4642"
"392","77","26","2250","4589"
"393","72","168","162","5250"
"394","37","26","1297","552"
"395","77","32","2445","4889"
"396","72","190","163","5071"
"397","72","125","151","4786"
"398","77","110","2146","4287"
"399","72","347","173","5460"
"400","72","148","161","4987"
"401","77","55","2272","4683"
"402","77","54","2300","4684"
"403","72","253","164","5177"
"404","77","66","2359","4777"
"405","72","266","154","4806"
"406","77","112","2248","4587"
"407","37","27","1320","556"
"408","77","57","2402","4757"
"409","72","263","165","5046"
"410","37","27","1309","546"
"411","72","223","155","4841"
"412","77","25","2387","4855"
"413","37","25","1397","605"
"414","72","214","165","4997"
"415","72","174","164","5073"
"416","72","232","152","4767"
"417","37","30","1213","520"
"418","72","282","155","4774"
"419","77","66","2308","4589"
"420","72","141","161","5003"
"421","72","218","161","4967"
"422","77","46","2402","4887"
"423","37","20","1405","592"
"424","77","99","2325","4696"
"425","77","120","2400","4787"
"426","77","31","2298","4656"
"427","77","78","2399","4758"
"428","72","216","164","5130"
"429","37","35","1329","559"
"430","77","35","2289","4614"
"431","37","21","1306","541"
"432","77","52","2262","4616"
"433","37","26","1380","576"
"434","77","77","2301","4575"
"435","37","41","1352","579"
"436","72","128","159","4993"
"437","37","27","1338","565"
"438","77","29","2307","4643"
"439","72","162","165","5105"
"440","37","21","1489","641"
"441","72","200","159","4965"
"442","77","69","2327","4678"
"443","37","23","1414","592"
"444","37","30","1387","589"
"445","72","265","161","4991"
"446","72","129","170","5148"
"447","37","31","1435","598"
"448","72","182","164","5156"
"449","77","31","2466","5005"
"450","37","23","1338","580"
"451","37","30","1360","577"
"452","77","71","2279","4601"
"453","72","128","170","5041"
"454","77","104","2359","4787"
"455","72","269","165","5110"
"456","72","179","156","4833"
"457","77","30","2328","4642"
"458","37","33","1414","590"
"459","37","22","1324","570"
"460","77","40","2321","4689"
"461","72","234","169","5189"
"462","37","64","1351","592"
"463","37","24","1317","560"
