Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\Human CK A549 2_lxb\Human CK A549 2_P1_C10.lxb Human CK A549 2 
"EventNo","RID","RP1","CL1","CL2"
"1","63","1185","460","2892"
"2","57","25","4130","1586"
"3","75","15","742","4592"
"4","75","18","735","4870"
"5","63","997","440","2843"
"6","57","15","4246","1574"
"7","75","15","724","4638"
"8","63","1504","426","2639"
"9","75","13","725","4814"
"10","63","915","439","2741"
"11","75","7","729","4700"
"12","63","2497","444","2764"
"13","77","21","2190","4417"
"14","63","1842","430","2761"
"15","63","1642","441","2882"
"16","63","1047","410","2556"
"17","57","18","4353","1611"
"18","63","1487","438","2792"
"19","63","2078","447","2771"
"20","75","14","725","4626"
"21","57","14","4641","1774"
"22","75","15","698","4499"
"23","75","16","749","4935"
"24","63","1599","424","2776"
"25","57","5","4227","1593"
"26","57","18","4213","1638"
"27","57","12","4068","1570"
"28","57","22","4069","1534"
"29","75","13","728","4642"
"30","57","14","4051","1550"
"31","75","8","730","4836"
"32","57","10","4146","1572"
"33","75","18","749","4871"
"34","57","9","4271","1654"
"35","57","12","4126","1555"
"36","75","41","706","4677"
"37","75","18","707","4567"
"38","63","1568","440","2800"
"39","63","1671","449","2687"
"40","57","10","3979","1516"
"41","75","10","824","5677"
"42","75","32","760","4899"
"43","75","10","734","4776"
"44","75","12","695","4655"
"45","57","22","3836","1465"
"46","75","11","725","4720"
"47","57","16","4259","1621"
"48","75","17","734","4878"
"49","75","15","777","4865"
"50","57","15","4113","1567"
"51","75","36","696","4618"
"52","75","11","746","4827"
"53","75","19","705","4757"
"54","57","17","3934","1527"
"55","63","2450","426","2795"
"56","57","13","3922","1502"
"57","75","13","741","4831"
"58","75","15","759","5131"
"59","75","9","717","4777"
"60","57","27","4288","1609"
"61","57","15","4118","1590"
"62","75","15","770","4973"
"63","75","5","746","4897"
"64","63","1149","452","2877"
"65","63","1506","425","2753"
"66","57","13","4218","1647"
"67","75","23","719","4605"
"68","57","14","3944","1517"
"69","57","17","4107","1566"
"70","57","16","4401","1681"
"71","75","6","725","4671"
"72","75","10","654","4351"
"73","57","15","4310","1625"
"74","63","1276","446","2929"
"75","75","37","717","4692"
"76","75","14","689","4595"
"77","63","1774","428","2813"
"78","63","1227","414","2675"
"79","75","15","720","4758"
"80","63","1905","439","2762"
"81","57","12","4342","1644"
"82","57","18","4074","1571"
"83","75","16","740","4662"
"84","63","2393","440","2855"
"85","57","13","4153","1589"
"86","63","1025","481","3154"
"87","63","1678","413","2586"
"88","57","12","4082","1574"
"89","75","9","684","4533"
"90","57","16","4362","1640"
"91","75","16","744","4939"
"92","75","14","734","4733"
"93","63","1380","426","2760"
"94","57","12","4307","1696"
"95","57","15","4217","1632"
"96","57","14","4117","1610"
"97","75","13","757","4946"
"98","63","2086","449","2902"
"99","57","20","3999","1568"
"100","63","1583","451","2938"
"101","57","11","4192","1585"
"102","57","12","4180","1614"
"103","63","1870","410","2630"
"104","63","1733","441","2855"
"105","63","1550","453","2874"
"106","57","15","4330","1638"
"107","57","12","4005","1555"
"108","57","27","4276","1614"
"109","57","11","4104","1568"
"110","63","2173","446","2922"
"111","57","18","4231","1609"
"112","63","1293","451","2712"
"113","75","12","770","5121"
"114","57","17","4261","1646"
"115","63","1993","466","3045"
"116","75","15","713","4729"
"117","57","25","4162","1645"
"118","75","12","789","5219"
"119","63","1493","450","2841"
"120","63","2141","452","2906"
"121","63","1571","454","2781"
"122","75","11","707","4689"
"123","75","19","758","4848"
"124","63","1252","446","2892"
"125","63","16","467","2952"
"126","63","3835","445","2845"
"127","75","17","725","4838"
"128","63","2154","444","2886"
"129","75","13","754","4973"
"130","57","13","3719","1435"
"131","63","43","433","2797"
"132","63","597","436","2850"
"133","63","1781","455","2915"
"134","75","8","764","5052"
"135","75","7","765","5108"
"136","63","1209","438","2772"
"137","57","11","4120","1573"
"138","63","1628","438","2798"
"139","57","12","3944","1522"
"140","75","31","730","4865"
"141","75","13","730","4774"
"142","75","22","701","4704"
"143","75","13","790","5222"
"144","57","13","4187","1608"
"145","57","15","4010","1536"
"146","75","18","779","5080"
"147","63","1627","422","2735"
"148","57","17","4283","1636"
"149","63","1253","450","2884"
"150","63","46","445","2855"
"151","57","11","4445","1719"
"152","57","21","4349","1665"
"153","63","2007","428","2727"
"154","63","2828","443","2824"
"155","75","11","716","4338"
"156","57","11","4254","1653"
"157","57","17","4343","1659"
"158","63","1399","436","2839"
"159","63","1885","468","3061"
"160","75","13","746","4913"
"161","57","14","4317","1643"
"162","75","17","726","4797"
"163","75","15","684","4533"
"164","57","10","4204","1599"
"165","57","17","4235","1608"
"166","57","13","4223","1625"
"167","57","13","4253","1607"
"168","75","19","708","4583"
"169","75","12","730","4861"
"170","63","2033","468","3016"
"171","63","1058","448","2813"
"172","57","15","3897","1485"
"173","57","19","4366","1702"
"174","63","1845","437","2851"
"175","57","19","4281","1620"
"176","75","19","739","4845"
"177","63","920","441","2777"
"178","63","1067","463","2860"
"179","75","12","675","4516"
"180","63","1453","460","2943"
"181","75","12","738","4921"
"182","57","19","4169","1597"
"183","63","1130","440","2843"
"184","75","12","737","4809"
"185","57","13","4290","1649"
"186","63","139","423","2708"
"187","63","1695","454","2877"
"188","57","13","3971","1532"
"189","63","2240","458","2898"
"190","75","13","695","4494"
"191","57","15","4249","1654"
"192","57","14","4239","1639"
"193","75","14","756","4970"
"194","57","10","4300","1642"
"195","75","13","690","4573"
"196","63","1473","440","2839"
"197","75","16","751","4953"
"198","57","13","4781","1805"
"199","63","1557","420","2625"
"200","57","8","4329","1637"
"201","75","12","725","4760"
"202","57","16","4225","1618"
"203","57","11","4501","1721"
"204","75","12","758","5105"
"205","57","9","4137","1602"
"206","75","12","769","5019"
"207","57","10","4046","1549"
"208","57","11","4200","1559"
"209","75","14","739","4751"
"210","75","10","747","4924"
"211","57","9","4279","1636"
"212","63","1780","459","2965"
"213","57","11","4860","1772"
"214","57","8","4472","1811"
"215","63","1402","461","2934"
"216","57","11","4138","1589"
"217","57","16","4055","1585"
"218","75","12","710","4615"
"219","57","15","4239","1619"
"220","63","1782","434","2878"
"221","63","1384","454","2886"
"222","75","12","735","4784"
"223","63","1846","438","2858"
"224","57","22","4176","1616"
"225","63","1465","458","2931"
"226","63","1667","469","3020"
"227","63","1832","451","2893"
"228","75","10","756","4980"
"229","57","14","4321","1654"
"230","57","20","4362","1652"
"231","75","14","715","4799"
"232","57","12","4074","1532"
"233","63","2063","433","2792"
"234","63","1703","430","2778"
"235","57","9","4220","1626"
"236","63","1386","445","2832"
"237","75","10","708","4695"
"238","72","6","183","4581"
"239","57","21","4081","1547"
"240","57","10","4283","1644"
"241","75","10","724","4729"
"242","75","13","690","4543"
"243","57","11","4163","1601"
"244","63","1742","457","2908"
"245","63","1409","458","2928"
"246","75","10","754","5018"
"247","57","13","4287","1625"
"248","63","1884","425","2726"
"249","75","18","762","4951"
"250","57","19","4064","1541"
"251","75","14","742","4845"
"252","75","22","692","4562"
"253","57","10","4252","1604"
"254","75","10","672","4506"
"255","63","1201","418","2723"
"256","57","13","4276","1627"
"257","63","1377","469","2934"
"258","75","10","758","4915"
"259","57","13","3982","1527"
