Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\Human CK A549 2_lxb\Human CK A549 2_P1_G11.lxb Human CK A549 2 
"EventNo","RID","RP1","CL1","CL2"
"1","57","12","4119","1574"
"2","63","1566","436","2736"
"3","57","15","4267","1589"
"4","75","15","741","4753"
"5","57","9","4064","1534"
"6","57","25","4390","1632"
"7","57","16","4120","1627"
"8","77","14","2174","4401"
"9","57","13","4028","1518"
"10","57","10","3893","1484"
"11","63","1850","434","2670"
"12","63","1447","448","2831"
"13","75","57","718","4761"
"14","75","15","690","4594"
"15","75","16","780","4936"
"16","63","989","423","2616"
"17","63","1807","444","2784"
"18","75","9","745","4946"
"19","63","1738","454","2829"
"20","75","11","691","4657"
"21","57","14","4225","1623"
"22","75","15","706","4732"
"23","57","7","4273","1651"
"24","63","2337","448","2814"
"25","75","9","726","4782"
"26","63","1505","448","2819"
"27","63","1061","435","2831"
"28","63","1343","431","2728"
"29","63","1773","451","2832"
"30","63","1831","433","2843"
"31","57","12","4047","1554"
"32","75","15","744","4629"
"33","57","13","4373","1603"
"34","63","2412","439","2834"
"35","75","23","735","4821"
"36","57","16","3984","1542"
"37","75","14","743","4891"
"38","57","14","4291","1662"
"39","63","1011","431","2724"
"40","75","14","683","4528"
"41","75","20","731","4854"
"42","57","14","4263","1610"
"43","75","14","687","4520"
"44","63","1332","432","2803"
"45","57","14","4217","1617"
"46","75","21","709","4704"
"47","57","14","3743","1431"
"48","75","19","744","4916"
"49","63","2351","440","2851"
"50","63","2759","411","2725"
"51","63","1369","438","2835"
"52","75","12","721","4804"
"53","75","13","711","4800"
"54","75","15","725","4777"
"55","63","1422","473","3012"
"56","75","8","772","5112"
"57","63","1697","431","2789"
"58","63","1880","416","2716"
"59","57","15","4229","1605"
"60","75","12","749","4786"
"61","63","2719","450","2969"
"62","63","1994","434","2761"
"63","63","2239","398","2548"
"64","63","1697","420","2742"
"65","75","14","754","4889"
"66","63","1269","447","2829"
"67","75","11","706","4717"
"68","63","1790","409","2707"
"69","57","10","4347","1614"
"70","75","11","735","4917"
"71","75","9","720","4731"
"72","75","15","707","4671"
"73","75","15","726","4617"
"74","75","9","730","4800"
"75","57","10","4134","1570"
"76","63","1141","455","2944"
"77","57","12","4178","1588"
"78","63","1670","416","2667"
"79","57","16","4070","1552"
"80","63","1386","419","2688"
"81","75","10","719","4779"
"82","75","8","751","4924"
"83","63","1523","468","2938"
"84","63","1739","455","2900"
"85","57","11","4536","1737"
"86","63","1560","461","2921"
"87","57","16","4151","1638"
"88","63","913","453","2848"
"89","63","1878","441","2899"
"90","57","13","4431","1686"
"91","63","2245","461","2936"
"92","57","14","4171","1632"
"93","75","16","757","4907"
"94","57","13","4480","1706"
"95","57","13","4068","1570"
"96","57","15","4005","1543"
"97","57","13","4046","1559"
"98","75","10","711","4709"
"99","57","20","4320","1681"
"100","63","1881","449","2890"
"101","57","16","4232","1652"
"102","75","13","781","5106"
"103","75","10","754","4998"
"104","72","8","196","4835"
"105","57","20","4155","1588"
"106","63","2382","435","2833"
"107","63","1994","425","2781"
"108","75","12","697","4616"
"109","57","20","4364","1662"
"110","63","1920","440","2799"
"111","63","1389","450","3035"
"112","57","20","4208","1605"
"113","57","9","4289","1678"
"114","57","10","4164","1609"
"115","57","22","4194","1609"
"116","63","1739","463","2913"
"117","75","8","762","5006"
"118","75","16","706","4574"
"119","63","1852","459","2964"
"120","63","1235","446","2920"
"121","57","16","4284","1650"
"122","57","20","4226","1624"
"123","63","1420","438","2751"
"124","75","12","747","4940"
"125","57","9","4182","1611"
"126","63","1713","460","2976"
"127","63","1148","415","2645"
"128","63","1672","426","2782"
"129","75","14","783","5152"
"130","75","21","770","5019"
"131","57","17","4293","1618"
"132","63","1451","435","2822"
"133","57","14","4020","1563"
"134","57","12","4429","1664"
"135","63","2078","454","2906"
"136","75","10","728","4835"
"137","57","14","4370","1695"
"138","63","1445","446","2892"
"139","57","13","4075","1619"
"140","63","1145","438","2834"
"141","57","13","3989","1524"
"142","75","14","698","4558"
"143","63","1597","451","2867"
"144","75","27","710","4633"
"145","63","1394","447","2806"
"146","75","11","736","4724"
"147","75","17","747","4977"
"148","63","2221","460","2962"
"149","63","1094","403","2617"
"150","75","26","712","4708"
"151","75","20","728","4750"
"152","63","1345","435","2813"
"153","57","9","3982","1526"
"154","63","2978","439","2809"
"155","57","12","4208","1594"
"156","63","1708","421","2752"
"157","63","1967","429","2793"
"158","75","15","738","4862"
"159","75","16","757","4936"
"160","63","1422","423","2771"
"161","57","13","4174","1599"
"162","63","1898","429","2757"
"163","75","11","678","4562"
"164","63","1180","437","2786"
"165","57","16","3806","1484"
"166","57","12","4219","1643"
"167","63","2543","437","2759"
"168","75","11","754","4883"
"169","75","13","746","4872"
"170","63","1310","453","2939"
"171","57","13","4252","1619"
"172","57","25","4001","1537"
"173","57","13","4174","1620"
"174","57","14","4187","1626"
"175","63","1615","469","2941"
"176","75","7","708","4750"
"177","57","15","3888","1505"
"178","75","12","721","4683"
"179","57","14","4218","1629"
"180","75","22","706","4659"
"181","63","1347","451","2878"
"182","63","2262","438","2763"
"183","75","14","760","4992"
"184","57","21","4155","1582"
"185","63","1595","475","3045"
"186","63","21","431","2759"
"187","75","14","786","5082"
"188","57","21","3874","1492"
"189","75","19","787","5070"
"190","75","18","754","4875"
"191","75","19","728","4703"
"192","57","29","3917","1511"
"193","57","18","4177","1622"
"194","72","8","190","4570"
"195","63","1405","471","2971"
"196","57","9","4212","1604"
"197","75","10","696","4649"
"198","57","13","4314","1635"
"199","63","1344","434","2788"
"200","75","15","736","4839"
"201","63","1597","430","2753"
"202","57","15","3989","1505"
"203","57","25","4279","1608"
"204","63","1471","451","2847"
"205","57","13","4126","1583"
"206","75","16","715","4702"
"207","57","11","4331","1656"
"208","75","11","726","4715"
"209","57","16","4222","1629"
"210","57","15","4110","1612"
"211","63","2501","458","2933"
"212","75","14","740","4908"
"213","63","1581","412","2649"
"214","75","14","751","4988"
"215","75","13","774","5024"
"216","57","10","4238","1592"
"217","57","11","3845","1486"
"218","63","1276","435","2772"
"219","75","12","754","4949"
"220","75","17","700","4678"
"221","75","8","729","4805"
"222","75","20","696","4541"
"223","63","1833","447","2854"
"224","75","13","775","4949"
"225","57","9","4378","1671"
"226","57","19","3892","1478"
"227","75","18","719","4710"
"228","63","1417","415","2633"
"229","63","2205","416","2729"
"230","75","17","812","5298"
"231","75","16","731","4768"
"232","57","14","4021","1519"
"233","63","1930","436","2825"
"234","57","17","4166","1568"
"235","63","22","438","2812"
"236","57","25","4331","1671"
"237","75","21","730","4831"
"238","57","23","4224","1594"
"239","57","10","4367","1674"
"240","63","1646","431","2775"
"241","75","18","748","4871"
"242","75","24","732","4766"
"243","57","13","4116","1566"
"244","63","2433","424","2737"
"245","57","12","4269","1626"
"246","57","14","4323","1621"
"247","75","11","753","4892"
"248","63","1493","438","2783"
"249","57","14","3894","1515"
"250","75","18","768","5061"
"251","63","1569","407","2598"
"252","63","2101","440","2822"
"253","63","1247","442","2809"
"254","75","21","784","4976"
"255","75","23","717","4694"
"256","57","19","4067","1552"
"257","75","7","718","4708"
"258","57","16","4426","1645"
"259","63","1455","443","2834"
"260","75","20","735","4794"
"261","57","30","4013","1530"
"262","75","11","683","4535"
"263","57","12","4291","1648"
"264","75","16","720","4750"
"265","57","12","4062","1602"
"266","57","13","4166","1579"
"267","75","10","731","4844"
"268","75","17","723","4744"
"269","63","1038","473","2947"
"270","57","19","3854","1488"
"271","63","1311","431","2694"
"272","57","16","4294","1616"
"273","75","11","723","4739"
"274","63","1587","409","2640"
"275","63","2120","422","2768"
"276","63","1380","455","2871"
"277","63","1519","444","2859"
"278","63","4095","433","2802"
"279","75","11","724","4754"
"280","75","24","722","4775"
"281","57","14","4138","1590"
"282","57","18","3955","1501"
"283","75","20","764","4867"
"284","75","16","755","4843"
"285","63","1098","447","2871"
"286","75","19","707","4706"
"287","75","14","749","4912"
"288","75","14","754","4874"
"289","75","16","695","4541"
"290","75","13","665","4302"
"291","63","1721","439","2799"
"292","75","24","730","4478"
"293","57","21","4111","1574"
"294","57","20","4076","1518"
"295","57","13","4234","1611"
"296","63","1460","444","2832"
"297","57","10","4225","1590"
"298","57","13","4193","1626"
"299","75","18","779","5091"
"300","75","12","729","4729"
"301","75","15","762","4970"
"302","57","13","4349","1649"
"303","63","1258","431","2764"
"304","75","14","771","5001"
"305","75","22","768","4957"
"306","63","1899","412","2654"
"307","75","68","716","4654"
"308","75","34","740","4827"
"309","57","11","4425","1699"
"310","63","1321","416","2662"
"311","57","15","4143","1540"
"312","63","4414","401","2578"
"313","63","1546","424","2718"
"314","75","17","696","4486"
"315","57","17","4109","1563"
"316","63","1367","418","2695"
"317","57","11","4135","1549"
"318","75","12","734","4808"
"319","75","12","716","4691"
"320","63","1554","460","2924"
"321","57","19","4027","1511"
"322","57","19","3897","1407"
"323","57","17","4073","1536"
"324","57","17","4000","1501"
"325","75","14","732","4679"
"326","63","1651","461","2953"
"327","63","1692","441","2781"
"328","63","2073","432","2712"
"329","63","1180","462","2905"
"330","63","1453","446","2884"
"331","75","26","728","4778"
"332","75","17","734","4732"
"333","75","13","711","4657"
"334","63","1674","468","2939"
"335","63","1426","458","2889"
"336","57","14","4189","1596"
"337","75","12","721","4640"
"338","75","30","732","4774"
"339","63","1713","435","2775"
"340","57","13","4250","1607"
"341","75","11","695","4620"
"342","63","1710","428","2718"
"343","57","13","4228","1628"
"344","75","15","706","4539"
"345","63","1776","440","2797"
"346","75","14","701","4629"
"347","63","1632","429","2735"
"348","63","985","435","2804"
"349","75","12","735","4730"
"350","63","1254","444","2850"
"351","57","7","4113","1559"
"352","63","1604","424","2727"
"353","57","18","4087","1550"
"354","57","13","4059","1533"
"355","75","24","718","4780"
"356","75","17","739","4761"
"357","75","16","690","4484"
"358","63","1468","428","2793"
"359","63","1139","439","2761"
"360","63","1862","462","2887"
"361","57","12","4125","1580"
"362","57","20","4032","1527"
"363","75","12","775","4916"
"364","75","9","710","4652"
"365","57","16","3918","1464"
"366","57","14","4322","1634"
"367","75","17","686","4411"
"368","75","15","712","4633"
"369","57","11","4132","1578"
"370","75","13","642","4463"
"371","57","16","4162","1573"
"372","75","12","781","5028"
"373","63","2457","456","2884"
"374","75","17","706","4560"
"375","63","1178","455","2894"
"376","57","15","4056","1548"
"377","57","14","4062","1530"
"378","63","1098","429","2701"
"379","75","15","721","4654"
"380","57","15","4330","1652"
"381","75","11","703","4642"
"382","57","12","4310","1664"
"383","75","10","731","4702"
"384","63","1347","422","2722"
"385","63","2804","425","2716"
"386","57","17","4147","1585"
