Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\Human CYK SVG_lxb\Human CYK SVG_P1_H12.lxb Human CYK SVG 
"EventNo","RID","RP1","CL1","CL2"
"1","75","18","745","4736"
"2","75","11","684","5021"
"3","57","13","4816","1763"
"4","63","15","459","2796"
"5","63","28","465","2857"
"6","57","16","4031","1488"
"7","75","16","732","4636"
"8","75","24","746","4925"
"9","75","10","727","4531"
"10","63","13","463","2948"
"11","57","23","4189","1600"
"12","57","18","4221","1578"
"13","75","17","776","4932"
"14","57","16","4084","1539"
"15","57","15","4168","1523"
"16","75","17","764","4872"
"17","57","17","3966","1494"
"18","75","16","721","4801"
"19","57","13","4264","1569"
"20","57","13","3939","1554"
"21","75","24","783","5034"
"22","75","12","742","4762"
"23","75","16","739","4826"
"24","57","13","4369","1605"
"25","75","22","740","4679"
"26","75","17","776","4880"
"27","63","24","411","2712"
"28","57","10","4240","1575"
"29","57","15","4053","1516"
"30","63","21","420","2839"
"31","63","19","441","2846"
"32","75","86","747","4717"
"33","75","39","762","4771"
"34","77","12","2261","4400"
"35","75","29","736","4755"
"36","75","18","703","4711"
"37","63","21","414","2612"
"38","75","14","742","4783"
"39","63","12","446","2882"
"40","63","20","453","2807"
"41","63","19","434","2716"
"42","57","14","4481","1645"
"43","57","10","4161","1541"
"44","63","14","452","2932"
"45","63","24","439","2818"
"46","75","21","704","4695"
"47","75","12","684","4652"
"48","63","15","434","2723"
"49","75","17","769","5068"
"50","63","18","424","2766"
"51","75","9","678","4455"
"52","75","19","708","4654"
"53","75","14","771","4922"
"54","63","14","443","2895"
"55","75","15","764","4849"
"56","75","15","714","4613"
"57","63","17","444","2845"
"58","75","21","758","4939"
"59","75","12","757","4826"
"60","63","10","445","2796"
"61","57","18","4129","1543"
"62","63","19","427","2825"
"63","75","17","706","4633"
"64","75","28","771","4956"
"65","63","26","455","2836"
"66","75","25","722","4720"
"67","75","14","753","4763"
"68","63","20","459","2843"
"69","75","22","674","4426"
"70","63","16","417","2730"
"71","75","60","735","4754"
"72","75","15","743","4836"
"73","57","14","4204","1602"
"74","63","21","447","2799"
"75","57","12","3656","1404"
"76","63","40","427","2598"
"77","63","27","443","2771"
"78","75","13","702","4744"
"79","57","16","4314","1687"
"80","75","11","714","4832"
"81","57","14","4278","1651"
"82","57","12","4347","1714"
"83","75","11","715","4608"
"84","63","20","443","2849"
"85","75","14","701","4690"
"86","63","21","484","3109"
"87","63","25","447","2779"
"88","63","11","451","2844"
"89","57","9","4177","1576"
"90","63","16","404","2647"
"91","75","17","743","4984"
"92","57","15","3936","1535"
"93","75","16","751","4698"
"94","57","11","4370","1674"
"95","63","22","456","3047"
"96","57","18","4201","1568"
"97","57","15","4222","1628"
"98","75","15","691","4487"
"99","57","18","4167","1608"
"100","63","29","456","2897"
"101","57","17","3889","1469"
"102","75","18","698","4677"
"103","63","134","454","2846"
"104","63","26","465","2922"
"105","57","19","4100","1585"
"106","75","19","746","5045"
"107","75","56","779","5032"
"108","57","13","3968","1525"
"109","57","11","4105","1567"
"110","75","28","689","4523"
"111","75","15","744","4921"
"112","63","20","424","2783"
"113","75","13","744","4830"
"114","75","17","735","4894"
"115","63","30","436","2824"
"116","75","13","718","4595"
"117","57","14","3880","1542"
"118","57","14","4301","1615"
"119","57","20","4110","1536"
"120","57","11","4489","1681"
"121","75","24","675","4534"
"122","63","11","441","2826"
"123","75","14","760","4950"
"124","75","12","714","4796"
"125","57","19","4396","1652"
"126","57","12","4472","1684"
"127","75","16","781","5069"
"128","63","21","449","2873"
"129","63","14","463","2932"
"130","63","20","429","2731"
"131","63","23","405","2706"
"132","75","14","726","4690"
"133","75","15","770","5083"
"134","57","12","3820","1502"
"135","57","15","4199","1578"
"136","63","20","439","2852"
"137","63","15","437","2842"
"138","75","15","789","5171"
"139","75","35","732","4823"
"140","75","13","761","4874"
"141","63","19","431","2753"
"142","63","10","434","2912"
"143","63","22","468","3031"
"144","75","14","768","4930"
"145","63","17","418","2661"
"146","63","16","442","2841"
"147","75","13","750","5024"
"148","63","17","443","2792"
"149","75","12","689","4587"
"150","75","17","759","5049"
"151","75","14","719","4822"
"152","75","14","710","4746"
"153","75","13","697","4627"
"154","75","15","733","4810"
"155","75","14","736","4823"
"156","57","24","4297","1620"
"157","57","15","4107","1576"
"158","75","15","745","4923"
