Sample ID: C:\ProgramData\Luminex\xPONENT42\Batch\Human CYK SVG_lxb\Human CYK SVG_P1_E11.lxb Human CYK SVG 
"EventNo","RID","RP1","CL1","CL2"
"1","75","41","733","4659"
"2","63","507","448","2728"
"3","63","9310","440","2651"
"4","57","663","4240","1549"
"5","57","459","3997","1478"
"6","75","35","754","4981"
"7","57","1256","4201","1591"
"8","63","45087","446","2788"
"9","75","20","733","4771"
"10","63","10676","454","2879"
"11","63","19343","453","2806"
"12","63","10792","426","2633"
"13","63","10279","429","2772"
"14","63","11357","424","2699"
"15","63","14668","436","2701"
"16","75","16","750","4726"
"17","75","19","696","4442"
"18","75","15","745","4723"
"19","63","10394","421","2661"
"20","57","1194","4171","1652"
"21","57","1640","4135","1553"
"22","57","767","4106","1547"
"23","75","23","731","4677"
"24","77","16","2234","4356"
"25","63","14806","437","2679"
"26","57","892","4194","1552"
"27","57","1038","4034","1519"
"28","63","14258","456","2865"
"29","57","648","4156","1593"
"30","57","1137","4126","1601"
"31","75","26","728","4821"
"32","63","11629","439","2841"
"33","75","17","758","4872"
"34","57","1092","4077","1560"
"35","63","11500","466","2865"
"36","63","13585","448","2821"
"37","57","690","4051","1540"
"38","63","13863","444","2878"
"39","63","7913","421","2673"
"40","63","10218","445","2834"
"41","75","16","680","4435"
"42","75","18","751","4817"
"43","63","10696","436","2696"
"44","75","15","715","4759"
"45","57","1079","4107","1577"
"46","63","13507","438","2762"
"47","75","33","758","4867"
"48","63","8772","428","2783"
"49","57","1277","4158","1613"
"50","57","949","4309","1619"
"51","63","11608","438","2761"
"52","75","23","724","4601"
"53","75","13","743","4942"
"54","63","9727","408","2682"
"55","57","476","4021","1546"
"56","63","11056","430","2716"
"57","75","20","720","4812"
"58","75","17","761","5038"
"59","75","21","728","4778"
"60","57","533","4048","1543"
"61","57","5188","4183","1604"
"62","75","25","718","4590"
"63","75","19","747","4844"
"64","57","744","4180","1615"
"65","63","13639","451","2867"
"66","63","10800","417","2661"
"67","63","12485","432","2720"
"68","57","943","4128","1582"
"69","63","18968","445","2843"
"70","63","12969","439","2917"
"71","63","11697","436","2792"
"72","75","31","743","4931"
"73","63","14597","435","2776"
"74","63","12387","439","2771"
"75","63","10330","434","2755"
"76","57","1668","4181","1592"
"77","75","20","700","4595"
"78","57","959","4248","1640"
"79","63","11305","458","3004"
"80","63","10929","423","2722"
"81","57","744","4148","1591"
"82","75","16","712","4840"
"83","75","16","729","4859"
"84","75","33","723","4822"
"85","63","12933","449","2910"
"86","75","17","730","4770"
"87","63","14204","453","2820"
"88","75","35","702","4715"
"89","75","22","830","5224"
"90","75","16","714","4828"
"91","75","51","685","4543"
"92","63","8954","441","2802"
"93","57","843","4314","1622"
"94","57","870","4133","1592"
"95","75","32","705","4760"
"96","75","18","720","4697"
"97","75","25","770","4924"
"98","75","22","742","4844"
"99","63","10284","448","2816"
"100","57","613","4143","1587"
"101","75","19","710","4695"
"102","63","10715","428","2750"
"103","75","20","725","4723"
"104","75","16","761","4863"
"105","75","18","755","4666"
"106","57","713","4247","1628"
"107","57","1013","4139","1615"
"108","75","21","765","4964"
"109","57","958","4318","1658"
"110","75","31","696","4596"
"111","75","20","742","4798"
